"","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9"
"37",11.3083333969116,21.0166664123535,1.14999985694885,949,101,63,14.4199657440186,278,198,272,198,12.9166669845581,38.2149887084961,804.320251464844,28.3999996185303,-5.40000009536743,33.7999992370605,19.0833320617676,2.78333330154419
"38",11.4125003814697,21.6499996185303,0.649999976158142,1188,125,79,14.1998720169067,350,258,350,258,13.625,38.0586585998535,850.06982421875,29.3999996185303,-6.40000009536743,35.7999992370605,21.6499996185303,0.649999976158142
"39",11.4833335876465,21.1833343505859,1.33333337306976,983,99,65,13.3057270050049,280,202,272,202,13.0500001907349,38.2697944641113,801.819885253906,28.7000007629395,-5.40000009536743,34.1000022888184,19.25,1.33333337306976
"40",11.4958333969116,21.25,1.28333330154419,1011,100,67,12.9479846954346,286,208,275,208,13.0916662216187,38.3919830322266,807.142700195312,28.7000007629395,-5.40000009536743,34.1000022888184,19.3333339691162,1.28333330154419
"41",10.4833335876465,21.4500007629395,-1.01666665077209,969,104,56,18.9942932128906,305,193,294,193,11.9833335876465,33.1031303405762,910.085754394531,28.8999996185303,-7.30000019073486,36.2000007629395,19.4500007629395,-1.01666665077209
"42",10.7166662216187,21.6333332061768,-0.749999940395355,973,101,59,17.8252830505371,300,195,290,195,12.1000003814697,33.6111106872559,905.649780273438,29,-7,36,19.6333332061768,-0.749999940395355
"43",11.2624998092651,22.1833324432373,-0.166666626930237,968,100,58,17.9228839874268,297,191,288,191,12.5083332061768,34.3635520935059,906.00048828125,29.7999992370605,-6.59999990463257,36.3999977111816,20.2000007629395,-0.166666626930237
"44",10.4041662216187,20.1166667938232,0.333333343267441,984,97,64,13.7178268432617,280,197,274,197,12.625,37.1323509216309,801.434692382812,27.6000003814697,-6.40000009536743,34,18.1833343505859,0.333333343267441
"45",14.6583337783813,24.3166675567627,4.66666650772095,1149,109,79,10.8415212631226,315,257,315,273,13.1833333969116,38.6608009338379,793.335388183594,31.7000007629395,-2.40000009536743,34.1000022888184,24.3166675567627,10.033332824707
"46",8.95416641235352,18.533332824707,-1.05000007152557,1088,106,71,12.6310415267944,308,221,298,221,11.4416666030884,34.883129119873,797.357727050781,25.5,-7.30000019073486,32.7999992370605,16.6499996185303,-1.05000007152557
"47",10.6208333969116,20.3833332061768,0.483333349227905,940,95,59,15.8199634552002,275,183,271,183,12.625,36.9152030944824,806.551208496094,28,-6.19999980926514,34.2000007629395,18.466667175293,0.483333349227905
"48",11.9125003814697,22.2666664123535,1.31666672229767,950,97,60,15.8307266235352,279,190,275,190,13.158332824707,37.1704330444336,847.737976074219,29.8999996185303,-5.5,35.4000015258789,20.3333339691162,1.31666672229767
"49",12.0416669845581,22.5833339691162,1.18333327770233,955,97,60,16.2271862030029,281,189,277,189,13.0333337783813,36.3045501708984,866.229614257812,30.1000003814697,-5.80000019073486,35.9000015258789,20.6666660308838,1.18333327770233
"50",11.3000001907349,22.0166664123535,0.133333370089531,917,94,57,15.1687593460083,271,184,260,184,13.3333330154419,36.3306083679199,884.233093261719,30.1000003814697,-6.59999990463257,36.7000007629395,19.9500007629395,0.133333370089531
"51",12.2083330154419,22.6333332061768,1.5,999,102,64,15.39391040802,291,202,286,202,12.9333333969116,36.534839630127,854.290893554688,30.1000003814697,-5.30000019073486,35.4000015258789,20.6833343505859,1.5
"52",11.2583332061768,22.1166667938232,-0.0833333358168602,928,95,59,13.8067054748535,270,190,257,190,13.1000003814697,35.5013542175293,897.665771484375,30.1000003814697,-6.80000019073486,36.9000015258789,20.0499992370605,-0.0833333358168602
"53",13.0374994277954,23.0499992370605,2.66666650772095,1149,118,77,14.4105949401855,329,238,318,238,12.6583337783813,36.5847778320312,823.101440429688,30.3999996185303,-4.19999980926514,34.5999984741211,21.1166667938232,2.66666650772095
"54",13.4333333969116,23.6000003814697,2.91666650772095,1139,116,78,13.5093116760254,322,240,312,240,13.1499996185303,37.3579521179199,834.563903808594,31.1000003814697,-4.09999990463257,35.2000007629395,21.5833320617676,2.91666650772095
"55",11.5874996185303,21.7999992370605,0.966666758060455,1029,101,68,13.2176990509033,296,209,288,209,12.3083333969116,35.1666679382324,842.979370117188,29.2999992370605,-5.69999980926514,35,19.783332824707,0.966666758060455
"56",12.0041666030884,22.8500003814697,0.750000059604645,971,98,62,15.0095138549805,290,192,279,192,12.7749996185303,34.9043731689453,894.044555664062,30.5,-6.09999990463257,36.5999984741211,20.783332824707,0.750000059604645
"57",12.0458335876465,22.75,0.933333396911621,979,97,63,14.3782320022583,289,196,281,196,12.9916667938232,35.4963569641113,882.188537597656,30.5,-6.09999990463257,36.5999984741211,20.6666660308838,0.933333396911621
"58",13.6875,23.716667175293,3.28333330154419,1085,102,77,9.94352340698242,291,248,291,248,13.2250003814697,37.6780624389648,824.19140625,31.2000007629395,-3.90000009536743,35.1000022888184,21.716667175293,3.28333330154419
"59",14.0708332061768,23.9833335876465,3.84999990463257,1111,106,79,8.92234992980957,302,260,301,261,13.5416669845581,38.6904754638672,813.297058105469,31.5,-3.5,35,23.3666667938232,5.55000019073486
"60",5.3125,17.8333339691162,-8.11666679382324,936,94,56,13.7609443664551,267,191,241,209,11.2083339691162,27.6067333221436,1055.20593261719,25.5,-15.1000003814697,40.5999984741211,7.33333301544189,-2.45000004768372
"61",9.32916641235352,20.3999996185303,-2.33333325386047,1002,108,66,14.3660860061646,296,206,286,206,11.3583335876465,31.6388111114502,921.598083496094,27.7000007629395,-8.19999980926514,35.9000015258789,18.3166675567627,-2.33333325386047
"62",10.6791667938232,21.5499992370605,-0.76666671037674,961,96,62,13.3914651870728,281,196,265,196,11.7750005722046,32.7994422912598,902.631164550781,29.1000003814697,-6.80000019073486,35.9000015258789,19.3999996185303,-0.76666671037674
"63",9.66666698455811,20.9833335876465,-2.14999985694885,1007,110,67,14.6781444549561,298,207,290,207,11.4666662216187,31.5886135101318,936.643737792969,28.2999992370605,-8,36.2999992370605,18.8666667938232,-2.14999985694885
"64",12.2083330154419,22.8833332061768,1.18333327770233,1022,103,66,12.6632375717163,293,211,282,211,12.5833330154419,34.9537048339844,876.296020507812,30.3999996185303,-5.59999990463257,36,20.75,1.18333327770233
"65",13.1625003814697,23.3500003814697,2.61666679382324,1102,108,75,10.9259443283081,308,238,303,238,12.6916666030884,36.1585960388184,838.429626464844,30.7000007629395,-4.40000009536743,35.1000022888184,21.3500003814697,2.61666679382324
"66",12.4125003814697,22.8333339691162,1.58333337306976,1041,103,70,11.0287895202637,292,221,283,221,12.2250003814697,34.7301139831543,859.172790527344,30.1000003814697,-5.09999990463257,35.2000007629395,20.783332824707,1.58333337306976
"67",14.8249998092651,24.533332824707,4.83333349227905,1130,121,77,14.90647315979,337,241,337,269,13.1833333969116,38.6608009338379,795.974243164062,31.8999996185303,-2.20000004768372,34.0999984741211,24.533332824707,10.3666667938232
"68",11.8916664123535,22.2333335876465,1.11666655540466,1078,108,71,11.6588935852051,303,226,291,226,11.4166669845581,33.1879844665527,854.524963378906,29.1000003814697,-5.30000019073486,34.4000015258789,20.1833343505859,1.11666655540466
"69",13.2416667938232,23.5166664123535,2.60000014305115,1074,104,73,9.96704864501953,296,235,292,235,12.6999998092651,35.9773368835449,844.236694335938,30.8999996185303,-4.40000009536743,35.2999992370605,21.466667175293,2.60000014305115
"70",12.3833332061768,23.0499992370605,1.33333337306976,1024,104,65,12.7013635635376,292,213,281,213,12.1499996185303,34.2253532409668,878.405944824219,30.5,-5,35.5,20.9333343505859,1.33333337306976
"71",11.9833335876465,22.7666664123535,0.850000023841858,994,99,66,12.8355598449707,285,207,279,207,11.8833332061768,33.474178314209,887.348815917969,30.1000003814697,-5.40000009536743,35.5,20.6333332061768,0.850000023841858
"72",10.8666667938232,21.7666664123535,-0.533333301544189,1022,103,67,12.9406023025513,296,213,277,213,11.6499996185303,32.5419006347656,902.152282714844,29.2000007629395,-6.59999990463257,35.7999992370605,19.6333332061768,-0.533333301544189
"73",13.5874996185303,24.0166664123535,2.76666665077209,1074,104,73,9.48779964447021,294,239,290,239,12.7583332061768,35.7376289367676,859.093383789062,31.3999996185303,-4.30000019073486,35.7000007629395,23.3333339691162,2.76666665077209
"74",12.9499998092651,23.6000003814697,1.91666674613953,1001,99,66,11.1063146591187,279,216,273,216,12.3499994277954,34.6910095214844,876.846130371094,31,-4.59999990463257,35.5999984741211,21.5166664123535,1.91666674613953
"75",13.1166667938232,24,1.88333332538605,1008,100,66,11.8287029266357,285,215,279,215,12.4333333969116,34.3462257385254,894.786254882812,31.5,-4.69999980926514,36.2000007629395,21.8833332061768,1.88333332538605
"76",14.9333333969116,25.216667175293,4.26666641235352,1099,106,79,10.3544855117798,307,253,298,253,12.75,36.4285697937012,848.464721679688,32.2999992370605,-2.70000004768372,35,24.4833335876465,4.26666641235352
"77",12.0666666030884,22.9166660308838,0.866666674613953,973,94,67,12.5907678604126,277,208,276,208,12,33.6134452819824,892.222290039062,30.3999996185303,-5.30000019073486,35.7000007629395,20.75,0.866666674613953
"78",13.0333337783813,23.4500007629395,2.26666665077209,1009,97,69,9.55435752868652,274,222,271,222,11.966667175293,34.288444519043,855.560241699219,30.6000003814697,-4.30000019073486,34.9000015258789,21.3833332061768,2.26666665077209
"79",13.0291662216187,23.5499992370605,2.15000009536743,1006,99,68,10.3843975067139,277,219,271,219,12.0416669845581,34.3067436218262,865.367614746094,30.7999992370605,-4.30000019073486,35.0999984741211,21.4833335876465,2.15000009536743
"80",13.4791669845581,23.7666664123535,2.86666655540466,1060,102,72,9.12325382232666,291,237,286,237,12.5416669845581,35.7312431335449,844.219543457031,31.1000003814697,-4,35.0999984741211,23.1000003814697,2.86666655540466
"81",13.6958332061768,24.1166667938232,2.93333339691162,1022,96,69,9.14927291870117,281,228,278,228,12.4750003814697,35.3399429321289,856.5986328125,31.5,-3.79999995231628,35.2999992370605,23.4333343505859,2.93333339691162
"82",11.8874998092651,22.8999996185303,0.566666662693024,995,96,68,11.4802293777466,280,213,276,213,12.1916666030884,33.678638458252,903.345092773438,30.5,-5.69999980926514,36.2000007629395,20.6833343505859,0.566666662693024
"83",13.3625001907349,23.75,2.66666674613953,1017,96,69,8.99376201629639,277,226,275,226,12.0416669845581,34.6024894714355,851.923278808594,30.8999996185303,-3.90000009536743,34.7999992370605,23.0666656494141,2.66666674613953
"84",12.5083332061768,23.1833343505859,1.43333339691162,1022,104,68,12.37965965271,293,217,283,217,11.9833335876465,33.7558670043945,880.381713867188,30.6000003814697,-4.90000009536743,35.5,21.0499992370605,1.43333339691162
"85",12.9416666030884,23.5499992370605,1.99999988079071,1033,102,69,10.7995691299438,288,224,281,224,11.8999996185303,33.903133392334,870.806396484375,30.7999992370605,-4.30000019073486,35.0999984741211,21.4500007629395,1.99999988079071
"86",11.7291669845581,22.6000003814697,0.466666787862778,1018,100,69,11.7331581115723,287,218,282,218,11.9083337783813,33.3566780090332,895.28173828125,30,-5.69999980926514,35.7000007629395,20.4166660308838,0.466666787862778
"87",12.7166662216187,23.3833332061768,1.70000004768372,1031,104,68,11.7991743087769,292,221,283,221,12.0166664123535,33.945384979248,876.520324707031,30.7999992370605,-4.59999990463257,35.3999977111816,21.2333335876465,1.70000004768372
"88",11.4166669845581,22.5166664123535,-0.0500000715255737,1065,105,73,11.3141937255859,291,233,277,233,12.0666666030884,33.1501846313477,913.435913085938,30.1000003814697,-6.30000019073486,36.4000015258789,15.9666662216187,-0.0500000715255737
"89",13.4791669845581,24.1333332061768,2.51666665077209,1025,99,69,10.2847852706909,281,225,278,225,11.7250003814697,33.5,874.113708496094,31.1000003814697,-3.90000009536743,35,22.0666675567627,2.51666665077209
"90",11.3416662216187,22.5666656494141,-0.316666632890701,1040,103,69,12.9084253311157,296,221,276,221,12.0500001907349,32.9234962463379,925.543640136719,30.1000003814697,-6.5,36.5999984741211,20.4333343505859,-0.316666632890701
"91",13.3625001907349,23.783332824707,2.66666650772095,1020,98,69,9.77901268005371,281,226,279,226,11.4583339691162,33.3091087341309,854.751770019531,30.7000007629395,-3.70000004768372,34.4000015258789,23.1666679382324,2.66666650772095
"92",11.7041664123535,22.4500007629395,0.51666671037674,1063,108,71,11.7506923675537,302,227,290,227,11.6750001907349,32.980224609375,887.246643066406,29.7000007629395,-5.69999980926514,35.4000015258789,20.3166656494141,0.51666671037674
"93",12.8291664123535,23.6166667938232,1.65000009536743,1076,110,71,11.6661138534546,304,231,290,231,11.9750003814697,33.6376419067383,889.112060546875,30.8999996185303,-4.69999980926514,35.5999984741211,21.5166664123535,1.65000009536743
"94",13.7041664123535,24.033332824707,3.09999990463257,1014,106,69,10.4194469451904,285,231,285,231,11.9250001907349,34.5652160644531,846.161010742188,31.1000003814697,-3.40000009536743,34.5,24.033332824707,3.09999990463257
"95",13.091667175293,23.75,2.11666679382324,1071,108,71,11.3993368148804,301,231,289,231,11.6666669845581,33.2383651733398,875.172302246094,30.8999996185303,-4.19999980926514,35.0999984741211,21.6499996185303,2.11666679382324
"96",13.5541667938232,24.25,2.54999995231628,1055,104,70,10.9402809143066,293,230,285,230,11.5416669845581,32.976188659668,878.587341308594,31.2000007629395,-3.79999995231628,35,22.1833343505859,2.54999995231628
"97",11.4916667938232,22.2333335876465,0.316666603088379,1090,111,71,11.4286489486694,307,233,291,233,11.5166664123535,32.7178039550781,887.900573730469,29.3999996185303,-5.80000019073486,35.2000007629395,20.1333332061768,0.316666603088379
"98",13.8041667938232,24.5,2.79999995231628,1022,99,68,11.1406860351562,285,225,279,225,11.5583333969116,33.023811340332,878.297546386719,31.3999996185303,-3.59999990463257,35,23.8166656494141,2.79999995231628
"99",12.3708333969116,23.0499992370605,1.29999995231628,1119,115,73,11.7377576828003,315,241,297,241,11.7583332061768,33.4043579101562,880.001159667969,30.2999992370605,-4.90000009536743,35.2000007629395,20.9166660308838,1.29999995231628
"100",12.9875001907349,23.716667175293,1.91666674613953,1125,115,73,11.8308992385864,316,242,299,242,11.5749998092651,32.8835220336914,881.623291015625,30.7999992370605,-4.40000009536743,35.2000007629395,21.5666656494141,1.91666674613953
"101",13.8958330154419,24.7333335876465,2.75,1057,105,70,11.9035749435425,296,231,288,231,11.625,32.9320106506348,890.60107421875,31.7000007629395,-3.59999990463257,35.2999992370605,22.5833339691162,2.75
"102",11.3166666030884,22.4500007629395,-0.216666653752327,1054,110,71,13.3698616027832,307,227,280,227,11.8166666030884,32.5527992248535,917.165466308594,30,-6.30000019073486,36.2999992370605,20.2666664123535,-0.216666653752327
"103",13.2124996185303,23.8166675567627,2.28333330154419,1076,105,71,11.1126537322998,298,235,292,235,11.2083330154419,32.3940277099609,871.722778320312,30.6000003814697,-4,34.5999984741211,21.6833343505859,2.28333330154419
"104",11.3291664123535,22.5166664123535,-0.283333301544189,1058,110,71,13.1731405258179,307,230,279,230,11.9083337783813,32.6255722045898,922.781005859375,30.1000003814697,-6.40000009536743,36.5,20.3666667938232,-0.283333301544189
"105",12.5749998092651,23.3666667938232,1.43333339691162,1138,117,74,11.4983654022217,317,247,298,247,11.716667175293,33.004695892334,886.718933105469,30.7000007629395,-4.80000019073486,35.5,21.2000007629395,1.43333339691162
"106",13.3791666030884,23.9166679382324,2.53333330154419,1072,104,73,10.579535484314,298,237,297,237,11.4916667938232,33.2129096984863,864.984130859375,30.7000007629395,-3.90000009536743,34.6000022888184,23.25,2.53333330154419
"107",14.1708335876465,24.25,3.76666665077209,1075,108,74,12.8350830078125,307,241,304,241,12.158332824707,35.5506820678711,828.976501464844,31.3999996185303,-2.79999995231628,34.2000007629395,23.6333332061768,8.63333320617676
"108",12.2375001907349,23,1.11666667461395,1134,118,75,11.1935520172119,316,249,295,249,11.6916666030884,33.1208686828613,885.520202636719,30.2999992370605,-5,35.2999992370605,20.8500003814697,1.11666667461395
"109",11.8583335876465,22.5666675567627,0.76666671037674,1133,117,73,11.3534679412842,317,246,296,246,11.1500005722046,31.9484252929688,883.003234863281,29.7000007629395,-5.19999980926514,34.9000015258789,20.4166660308838,0.76666671037674
"110",10.2708330154419,21.3999996185303,-1.31666672229767,1068,112,67,14.7176952362061,313,218,301,218,11.5083332061768,31.8790397644043,920.272827148438,28.7999992370605,-7.30000019073486,36.0999984741211,19.2666664123535,-1.31666672229767
"111",13.1208333969116,23.783332824707,2.13333320617676,1101,112,72,12.1991510391235,311,238,299,238,11.6416664123535,33.1671409606934,876.004516601562,30.7999992370605,-4.30000019073486,35.0999984741211,21.6333332061768,2.13333320617676
"112",11.4583330154419,22.8333339691162,-0.299999952316284,1069,113,71,14.148530960083,317,229,288,229,11.8499994277954,32.2010879516602,936.067260742188,30.3999996185303,-6.40000009536743,36.7999992370605,20.6666660308838,-0.299999952316284
"113",12.8041667938232,23.3500003814697,1.96666669845581,1126,115,73,11.8606977462769,316,245,302,245,11.4916667938232,33.022029876709,864.981506347656,30.5,-4.30000019073486,34.7999992370605,21.1333332061768,1.96666669845581
"114",11.1541662216187,22.1000003814697,-0.233333393931389,1100,111,71,11.984411239624,315,237,293,237,11.408332824707,32.0458793640137,904.349243164062,29.2999992370605,-6.30000019073486,35.5999984741211,19.9833335876465,-0.233333393931389
"115",12.5208330154419,23.25,1.46666669845581,1159,119,76,11.1955795288086,321,255,302,255,11.0416669845581,31.7289276123047,882.672790527344,30.2000007629395,-4.59999990463257,34.7999992370605,21.1000003814697,1.46666669845581
"116",14.654167175293,24.4833335876465,4.53333330154419,1192,130,80,15.7148637771606,359,259,337,269,11.7916660308838,35.4104118347168,806.523010253906,31.2999992370605,-2,33.2999992370605,23.8999996185303,10.3166666030884
"117",10.9833335876465,21.8500003814697,-0.36666664481163,1127,115,72,11.8215112686157,320,241,299,241,10.8833332061768,31.0952377319336,900.243225097656,28.7000007629395,-6.30000019073486,35,19.716667175293,-0.36666664481163
"118",12.3000001907349,23.1000003814697,1.14999997615814,1138,115,75,10.7140493392944,316,252,301,252,10.6499996185303,30.780345916748,889.059753417969,29.8999996185303,-4.69999980926514,34.5999984741211,20.9500007629395,1.14999997615814
"119",13.2208337783813,23.7000007629395,2.43333339691162,1079,107,71,12.1530332565308,303,237,297,237,11.5249996185303,33.3092498779297,860.711791992188,30.7000007629395,-3.90000009536743,34.6000022888184,21.5499992370605,2.43333339691162
"120",13.9333333969116,24.0833339691162,3.5,1083,107,75,12.8153591156006,307,241,299,241,11.9333333969116,34.9951095581055,832.761901855469,31.2000007629395,-2.90000009536743,34.1000022888184,23.4500007629395,3.5
"121",13.4458332061768,24.466667175293,2.11666655540466,1125,111,75,10.5744590759277,307,253,298,253,10.6750001907349,30.5873928070068,905.976257324219,31.1000003814697,-3.79999995231628,34.9000015258789,22.3333339691162,2.11666655540466
"122",12.9958333969116,23.5499992370605,2.13333344459534,1114,111,73,12.1666383743286,313,244,306,244,11.1916666030884,32.4396133422852,866.965576171875,30.3999996185303,-4.09999990463257,34.5,21.3666667938232,2.13333344459534
