status,decimalLongitude,decimalLatitude,wc2.1_30s_bio_1,wc2.1_30s_bio_10,wc2.1_30s_bio_11,wc2.1_30s_bio_12,wc2.1_30s_bio_13,wc2.1_30s_bio_14,wc2.1_30s_bio_15,wc2.1_30s_bio_16,wc2.1_30s_bio_17,wc2.1_30s_bio_18,wc2.1_30s_bio_19,wc2.1_30s_bio_2,wc2.1_30s_bio_3,wc2.1_30s_bio_4,wc2.1_30s_bio_5,wc2.1_30s_bio_6,wc2.1_30s_bio_7,wc2.1_30s_bio_8,wc2.1_30s_bio_9
N,"39,256894","45,299092","11,0708332061768","22,033332824707","-0,116666674613953",703,76,45,"17,8402061462402",204,149,186,183,"10,2416667938232","30,211404800415","901,257873535156",29,"-4,90000009536743","33,9000015258789","1,60000002384186","5,53333330154419"
N,"39,313237","43,931599","13,6916666030884","21,9333324432373","5,91666698455811",1499,208,85,"30,6788997650146",550,268,293,499,"7,36666679382324","29,5850067138672","662,007385253906","27,1000003814697","2,20000004768372","24,8999996185303","7,51666688919067","19,6666660308838"
N,"39,411706","43,856417","13,75","21,8666667938232","6,06666660308838",1529,207,86,"29,7740325927734",555,275,303,500,"7,43333339691162","30,2168025970459","652,505676269531","26,8999996185303","2,29999995231628","24,6000003814697","7,69999980926514","19,6333332061768"
N,"39,44312","45,283122","11,1041669845581","22,0833339691162","-0,166666582226753",729,77,46,"17,8488636016846",216,153,191,193,"10,3916664123535","30,4740962982178","906,141845703125","29,2000007629395","-4,90000009536743","34,1000022888184","1,60000002384186","5,53333330154419"
N,"39,506454","43,77388","14,0333337783813","22,0499992370605","6,43333339691162",1546,203,87,"28,6967182159424",554,281,311,494,"7,51666641235352","30,6802711486816","645,207275390625","27,1000003814697","2,59999990463257","24,5","8,03333282470703","19,8333339691162"
N,"39,590693","45,670552","10,7375001907349","22,1000003814697","-0,866666734218597",651,75,41,"19,6023578643799",197,133,183,165,"10,125","29,178674697876","935,254272460938","29,2999992370605","-5,40000009536743","34,7000007629395","20,0666656494141","4,91666650772095"
N,"39,603679","43,688237","14,0916662216187","21,966667175293","6,65000009536743",1580,202,90,"27,5650005340576",557,292,322,495,"7,40000009536743","30,705394744873","634,198974609375","26,8999996185303","2,79999995231628","24,1000003814697","8,23333358764648","19,7666664123535"
N,"39,621707","47,27949","9,76249980926514","22,2333335876465","-2,88333320617676",587,65,30,"20,9844074249268",178,119,166,153,"8,97500038146973","24,8614959716797","1027,11450195312",29,"-7,09999990463257","36,0999984741211","20,3833332061768","16,283332824707"
N,"39,642761","47,182022","10,0791664123535","22,3500003814697","-2,33333325386047",576,65,31,"21,1551609039307",175,116,162,150,"8,42500019073486","23,8668556213379","1008,66125488281","28,7999992370605","-6,5","35,2999992370605","20,5666656494141","16,4166660308838"
N,"39,655154","46,561788","10,3374996185303","22,3833332061768","-1,88333344459534",591,67,35,"20,942850112915",184,121,170,149,"9,72500038146973","27,1648044586182","991,580749511719","29,5","-6,30000019073486","35,7999992370605","20,6000003814697","16,5833339691162"
N,"39,662933","45,220172","10,9958333969116","21,8500003814697","-0,183333352208138",774,82,50,"17,4133434295654",229,162,204,204,"9,82499980926514","29,3283576965332","896,078491210938","28,7000007629395","-4,80000019073486","33,5","1,59999990463257","5,48333311080933"
N,"39,743782","43,580786","14,0958337783813","22,1166667938232","6,5",1614,199,95,"26,2467021942139",559,304,336,490,"7,84166669845581","31,7476387023926","643,055419921875","27,1000003814697","2,40000009536743","24,7000007629395","8,01666641235352","16,5166664123535"
N,"39,747719","47,24604","9,88333320617676","22,3500003814697","-2,65000009536743",601,67,31,"21,2887020111084",184,120,170,155,"8,75","24,3732585906982","1022,42211914062","29,1000003814697","-6,80000019073486","35,9000015258789","20,5666656494141","16,2333335876465"
N,"39,862083","43,512547","13,3000001907349","21,4333343505859","5,23333311080933",1611,196,97,"25,64772605896",552,306,333,483,"7,46666669845581","29,6296291351318","659,204040527344","26,1000003814697","0,899999976158142","25,2000007629395","6,68333339691162","19,4333343505859"
N,"39,870005","45,786118","10,5583333969116","22,033332824707","-1,16666662693024",635,75,38,"20,9905242919922",198,127,182,156,"10,1000003814697","28,8571434020996","945,065734863281","29,3999996185303","-5,59999990463257",35,"20,0166664123535","4,69999980926514"
N,"39,916898","45,215063","11,1166667938232","22,0499992370605","-0,233333349227905",759,81,49,"17,1800117492676",223,156,203,198,"10,1666660308838","29,7270946502686","907,379699707031","29,2999992370605","-4,90000009536743","34,2000007629395","1,58333325386047","5,56666660308838"
N,"39,995898","43,52","12,6708335876465","20,9833335876465","4,36666679382324",1643,197,107,"23,9573516845703",553,324,339,480,"8,24166679382324","31,2184352874756","673,985656738281","26,2000007629395","-0,200000002980232","26,4000015258789","5,80000019073486","19,0166664123535"
N,"40,118492","43,372552","11,9625005722046","20,0666675567627","3,95000004768372",1673,201,108,"24,4155254364014",565,330,336,484,"8,50833320617676","32,5989799499512","657,340087890625","25,5","-0,600000023841858","26,1000003814697","8,78333377838135","18,0666675567627"
N,"40,341913","43,158972","13,4291667938232","21,6000003814697","5,56666660308838",1586,194,100,"25,0675582885742",536,306,321,467,"7,84166669845581","30,9947299957275","653,686950683594","26,5","1,20000004768372","25,2999992370605","10,3000001907349","19,5"
N,"40,361007","41,003249","13,8166666030884","21,4166660308838","6,56666660308838",1641,223,77,"35,0624694824219",604,262,320,385,"7,21666669845581","30,8404579162598","618,6728515625","25,7999992370605","2,40000009536743","23,3999996185303","11,6833333969116","15,6333332061768"
N,"40,411282","46,674324","9,79583358764648","21,7666664123535","-2,61666655540466",586,67,35,"21,1994190216064",184,118,171,142,"9,79166698455811","27,4276390075684","997,914733886719","28,7999992370605","-6,90000009536743","35,7000007629395","20,1833324432373","-1,44999992847443"
N,"40,514906","43,145494","13,2291669845581","21,4333324432373","5,26666688919067",1563,189,97,"23,463529586792",520,308,318,453,"8,30833339691162","32,2028427124023","657,959838867188","26,3999996185303","0,600000023841858","25,7999992370605","10,0500001907349","19,3666667938232"
N,"40,66813","47,557652","9,3125","21,6333332061768","-3,28333330154419",516,56,30,"20,4660205841064",159,102,150,125,"9,05833339691162","25,2321262359619","1022,64837646484","28,6000003814697","-7,30000019073486","35,9000015258789","19,8666667938232","-2,11666679382324"
N,"40,8027","43,092545","12,6208333969116","20,6666660308838","4,75",1552,182,97,"19,8340549468994",497,326,326,432,"8,64166641235352","33,4948310852051","650,204345703125","25,7999992370605",0,"25,7999992370605","9,55000019073486","20,6666660308838"
N,"40,811172","47,515838","9,33749961853027","21,6499996185303","-3,20000004768372",516,57,31,"20,1655426025391",160,103,150,124,"9,14166641235352","25,1836547851562","1020,61059570312","28,8999996185303","-7,40000009536743","36,2999992370605","19,8833332061768","-2,04999995231628"
N,"40,825698","45,433435","10,6041669845581","21,7333335876465","-1,01666665077209",614,78,33,"23,5178184509277",203,113,191,129,"9,875","28,7063941955566","925,456787109375","28,7000007629395","-5,69999980926514","34,4000015258789","19,7999992370605","0,266666740179062"
N,"41,014741","43,006145","13,7624998092651","21,966667175293","5,91666698455811",1497,178,91,"19,3283100128174",469,315,315,424,"8,70833396911621","33,753231048584","656,298583984375",27,"1,20000004768372","25,7999992370605","10,6499996185303","21,966667175293"
N,"41,06457","45,112567","10,8374996185303","21,7333335876465","-0,566666662693024",614,81,30,"27,5354137420654",212,103,198,115,"10,1916666030884","29,5410614013672","905,812377929688","29,1000003814697","-5,40000009536743","34,5","19,8333339691162","0,766666650772095"
N,"41,167404","43,036827","11,6458330154419","19,6666660308838","3,66666674613953",1547,162,100,"13,3782253265381",453,345,363,392,"9,19166660308838","34,8169174194336","656,76708984375","25,1000003814697","-1,29999995231628","26,3999996185303","8,66666698455811","4,15000009536743"
N,"41,485406","45,279786","10,8041667938232","21,9833335876465","-0,633333325386047",547,77,26,"30,2545394897461",193,88,183,99,"9,92500019073486","28,7681140899658","921,052917480469","29,2000007629395","-5,30000019073486","34,5","19,9500007629395","0,5"
N,"41,486932","42,718991","13,8416662216187","21,9333343505859","5,93333339691162",1503,147,107,"10,388708114624",414,338,387,378,"9,01666641235352","34,2839050292969","657,494689941406",27,"0,699999988079071","26,2999992370605","10,6333332061768","9,11666679382324"
N,"41,55668","46,463551","10,029167175293","22,2999992370605","-2,40000009536743",517,65,29,"24,267650604248",172,95,161,113,"9,29166698455811","25,6675891876221","1008,90460205078","29,5","-6,69999980926514","36,2000007629395","20,3500003814697","-1,29999995231628"
N,"41,5709","41,560564","14,4208335876465","21,5166664123535","7,66666698455811",2175,263,87,"34,386604309082",776,326,460,512,"7,04166698455811","32,3012237548828","574,628173828125","25,7000007629395","3,90000009536743","21,8000011444092","12,6000003814697","12,25"
N,"41,643766","41,646139","14,6499996185303","22,0833339691162","7,71666669845581",2310,279,90,"33,8502197265625",814,343,503,545,"7,51666688919067","32,9678382873535","597,506164550781","26,5","3,70000004768372","22,7999992370605","12,5833330154419","12,5"
N,"41,767237","41,92688","13,9833335876465","21,6666660308838","6,65000009536743",2109,232,81,"29,4202079772949",685,323,516,586,"8,28333377838135","34,9507713317871","621,019470214844","26,2000007629395","2,5","23,7000007629395","11,3999996185303","12,0833339691162"
N,"41,77856","41,686698","12,8916664123535","20,1833324432373","5,51666688919067",2033,250,91,"29,992431640625",700,327,445,605,"7,86666679382324","33,6182327270508","608,006530761719",25,"1,60000002384186","23,3999996185303","10,5833330154419","11,2833337783813"
N,"41,783475","45,62967","10,5749998092651","22,2999992370605","-1,23333334922791",501,68,24,"28,8070049285889",174,81,169,93,"9,81666660308838","27,5749073028564","960,429565429688","29,7999992370605","-5,80000019073486","35,5999984741211","20,033332824707","-0,16666667163372"
N,"41,805991","45,211549","10,345832824707","21,6000003814697","-1,09999990463257",530,77,24,"32,9724235534668",192,81,182,90,"9,65833282470703","28,0765495300293","925,321716308594","28,7000007629395","-5,69999980926514","34,4000015258789","19,5499992370605","-0,0499999932944775"
N,"41,853848","41,495193","11,9375","19,4833335876465","3,73333334922791",1542,199,80,"28,9240474700928",533,271,318,485,"8,30833339691162","32,9695777893066","648,516235351562","24,7999992370605","-0,400000005960464","25,1999988555908","9,19999980926514","10,9499998092651"
N,"41,882861","41,956676","13,9624996185303","21,6166667938232","6,40000009536743",2070,235,83,"28,632884979248",675,322,499,584,"8,64166641235352","35,7093658447266","626,02685546875","26,2999992370605","2,09999990463257","24,1999988555908","11,2666664123535","12,3999996185303"
N,"42,031215","45,144946","9,68333339691162","21,0833339691162","-1,88333320617676",531,79,24,"35,2096900939941",196,77,184,86,"9,21666717529297","27,0283489227295","936,59521484375","27,8999996185303","-6,19999980926514","34,0999984741211",19,"-0,899999916553497"
N,"42,150189","42,511271","13,2166662216187","21,1499996185303","4,98333311080933",1826,181,120,"11,3521661758423",503,393,503,468,"9,85000038146973","36,8913841247559","662,390075683594","26,7000007629395",0,"26,7000007629395","21,1499996185303","12,3499994277954"
N,"42,194795","41,632293","11,8916664123535","19,8666667938232","3,23333334922791",1441,195,81,"29,817928314209",509,266,285,476,"9,08333301544189","33,7670402526855","683,167175292969","25,8999996185303",-1,"26,8999996185303","5,05000019073486","10,9833335876465"
N,"42,210333","47,706618","9,36250019073486","22,3999996185303","-3,79999995231628",457,49,29,"18,1729717254639",137,91,128,111,"8,45833301544189","23,0472297668457","1072,57995605469",29,"-7,69999980926514","36,7000007629395","20,4333343505859","2,20000004768372"
N,"42,225953","47,500625","9,11666679382324","22,2666664123535","-4,08333349227905",448,50,27,"18,5910301208496",136,89,128,108,"9,33333301544189","24,6913585662842","1076,88598632812","29,6000003814697","-8,19999980926514","37,7999992370605","20,25","2,09999990463257"
N,"42,377816","42,405501","13,5583333969116","21,5666656494141","5,16666650772095",1730,181,107,"13,1454105377197",491,359,454,468,10,"36,764705657959","672,041748046875","27,2999992370605","0,100000001490116","27,1999988555908","10,4166669845581","12,6999998092651"
N,"42,834627","42,063467","13,6708335876465","21,8833332061768","5,03333330154419",1361,175,82,"25,1836757659912",455,263,279,446,"9,34166622161865","33,9696960449219","688,527587890625","28,2999992370605","0,800000011920929","27,5","6,81666660308838","21,783332824707"
N,"42,948656","45,044245","9,57083320617676","21,283332824707","-2,18333339691162",463,72,20,"39,8785362243652",178,66,172,69,"9,84166622161865","27,8800754547119","956,053588867188",29,"-6,30000019073486","35,2999992370605","19,2000007629395","-1,14999997615814"
N,"43,034394","44,058564","8,63333320617676","19,5499992370605","-2,56666660308838",565,90,20,"48,389030456543",236,68,214,68,"9,78333282470703","28,6901264190674","901,469360351562","26,2999992370605","-7,80000019073486","34,0999984741211","17,6666660308838","-2,56666660308838"
N,"43,425954","44,753441","9,92916679382324","22,2666664123535","-2,33333325386047",459,70,20,"38,3033180236816",175,66,168,69,"10,1916666030884","27,6196918487549","1000,61218261719","30,3999996185303","-6,5","36,9000015258789","19,9166660308838","-1,20000004768372"
N,"43,446353","44,883305","9,68333339691162","22,0833339691162","-2,53333330154419",454,69,19,"39,28173828125",175,64,168,67,"10,1000003814697","27,3712749481201","1001,31353759766","30,2999992370605","-6,59999990463257","36,8999977111816","19,6666660308838","-1,41666662693024"
N,"43,514499","46,107736","10,3625001907349","23,3666667938232","-2,58333325386047",393,55,20,"29,820930480957",139,68,134,76,"10,0416669845581","26,4254398345947","1057,78527832031","31,2999992370605","-6,69999980926514",38,"21,3666667938232","-1,43333339691162"
N,"43,619811","46,595114","9,42916679382324","22,5166664123535","-3,71666669845581",393,51,20,"27,9132499694824",136,70,126,82,"10,3083333969116","26,5678691864014","1069,93298339844","30,7000007629395","-8,10000038146973","38,8000030517578","20,5666675567627","-2,65000009536743"
N,"43,78793","44,694447","10,3999996185303","23,0833339691162","-2,25",447,67,21,"36,958194732666",169,68,163,71,"10,3333339691162","27,4093742370605","1027,54113769531","31,2999992370605","-6,40000009536743","37,7000007629395","20,7333335876465",-1
N,"44,191655","43,344037","10,3999996185303","21,4500007629395","-0,916666626930237",618,92,27,"40,8243255615234",245,88,220,88,"8,85000038146973","26,9817066192627","907,892150878906","27,6000003814697","-5,19999980926514","32,7999992370605","19,3666667938232","-0,916666626930237"
N,"44,193756","44,810188","10,5583333969116","23,3333320617676","-2,28333330154419",400,58,21,"33,7921905517578",148,66,143,71,"10,0833330154419","26,8173770904541","1039,79418945312","31,2999992370605","-6,30000019073486","37,5999984741211","21,1499996185303","-1,03333330154419"
N,"44,27016","46,304126","9,69999980926514","23,3333339691162","-3,95000004768372",354,50,16,"28,9734630584717",125,61,117,65,"9,55000019073486","24,5501289367676","1111,64294433594","30,8999996185303",-8,"38,9000015258789","21,1833343505859","-2,79999995231628"
N,"44,412295","41,50464","9,89583301544189","18,9833335876465","0,816666662693024",624,99,22,"46,1537208557129",259,79,156,79,"10,9416666030884","34,6255264282227","751,829467773438","26,6000003814697",-5,"31,6000003814697","13,033332824707","0,816666662693024"
N,"44,476625","44,037076","10,3083333969116","22,75","-2,16666674613953",443,67,21,"38,3587036132812",173,70,162,70,"9,75","26,7857151031494","1007,93859863281","30,3999996185303",-6,"36,4000015258789","20,3999996185303","-2,16666674613953"
N,"44,496238","40,188676","10,6916666030884",22,"-1,43333327770233",321,52,12,"41,9721755981445",130,44,71,66,"11,7333335876465","31,2888889312744","952,150268554688","30,5",-7,"37,5","15,2666664123535","21,7000007629395"
N,"44,576621","39,877734","11,7083330154419","23,2000007629395","-0,783333301544189",253,42,8,"47,5896224975586",105,26,46,54,"11,466667175293","30,0962371826172","970,376770019531","31,2000007629395","-6,90000009536743","38,1000022888184","16,4166660308838","22,8833332061768"
N,"44,605955","43,76708","10,5500001907349","23,0499992370605","-2,08333349227905",471,71,23,"36,2693481445312",180,76,170,76,"9,91666698455811","26,7295608520508","1016,6298828125","30,7999992370605","-6,30000019073486","37,0999984741211","20,7000007629395","-0,633333444595337"
N,"44,76623","41,806566","12,5","22,466667175293","2,40000009536743",539,82,22,"41,1280250549316",214,78,172,78,"9,85000038146973","31,2698421478271","821,520202636719","29,3999996185303","-2,09999990463257","31,5","16,4166660308838","2,40000009536743"
N,"44,802914","41,685574","12,8583335876465","23,0833320617676","2,66666674613953",519,83,21,"43,2784576416016",211,73,169,73,"9,93333339691162","30,9449634552002","832,463012695312","30,2999992370605","-1,79999995231628","32,0999984741211","16,8666667938232","2,66666674613953"
N,"44,812606","41,905103","11,0625","20,7000007629395","1,05000007152557",632,95,24,"41,9251518249512",251,86,203,86,"10,0416669845581","31,979829788208","806,079528808594","27,6000003814697","-3,79999995231628","31,3999996185303","14,8500003814697","1,05000007152557"
N,"44,84287","39,79567","10,8208332061768","22,6833324432373","-1,61666667461395",310,50,12,"42,7821998596191",127,43,43,60,"10,8083333969116","28,4429836273193","989,998718261719","30,7999992370605","-7,19999980926514",38,"14,8666667938232","22,6833324432373"
N,"45,229398","43,266424","10,6416664123535","22,1166667938232","-1,39999997615814",518,80,24,"42,3785514831543",212,76,194,76,"10,0833330154419","28,2446308135986","952,925720214844","29,2999992370605","-6,40000009536743","35,7000007629395","19,966667175293","-1,39999997615814"
N,"45,374697","41,444887","12,2083330154419","22,4333343505859","2,15000009536743",519,86,17,"48,4895286560059",219,63,179,64,"10,783332824707","32,6767692565918","826,960021972656","29,8999996185303","-3,09999990463257",33,"16,0666675567627","3,76666665077209"
N,"45,3777","43,402479","10,6125001907349","22,5499992370605","-1,83333325386047",487,74,23,"41,9350357055664",198,72,186,72,"10,2249994277954","27,7853240966797","988,511535644531","30,2000007629395","-6,59999990463257","36,7999992370605","20,3333339691162","-1,83333325386047"
N,"45,541233","43,106965","10,8583335876465","22,283332824707","-1,31666672229767",523,80,24,"42,6271057128906",214,75,196,75,"10,0333337783813","27,9480037689209","955,890441894531","29,3999996185303","-6,5","35,9000015258789","20,1833343505859","-1,31666672229767"
N,"45,654495","43,06119","10,4708337783813","21,7333335876465","-1,53333330154419",531,81,23,"44,8582153320312",220,72,204,72,"9,70833301544189","27,5804920196533","941,959899902344","28,6000003814697","-6,59999990463257","35,2000007629395","19,6333332061768","-1,53333330154419"
N,"45,712587","43,325887","11,3291664123535","23,3333339691162","-1,25",461,68,24,"38,4520263671875",183,73,168,74,"9,875","26,9073581695557","995,826416015625","30,7999992370605","-5,90000009536743","36,7000007629395","21,216667175293","0,249999910593033"
N,"45,9106","43,162651","10,8500003814697","22,3833332061768","-1,43333327770233",479,67,24,"36,7332458496094",185,74,169,76,"9,78333282470703","27,2516250610352","961,577758789062","29,2999992370605","-6,59999990463257","35,8999977111816","20,2000007629395","0,19999997317791"
N,"46,021586","41,92615","11,404167175293","21,3666667938232","1,56666672229767",751,107,27,"42,3045768737793",289,90,250,90,"9,44166660308838","30,0690021514893","807,916687011719","27,6000003814697","-3,79999995231628","31,3999996185303","15,25","1,56666672229767"
N,"46,109721","41,853105","12,779167175293","23,466667175293","2,04999995231628",747,101,31,"34,7834243774414",268,104,228,104,"9,85833263397217","29,0806293487549","870,18408203125","29,8999996185303",-4,"33,9000015258789","16,8333339691162","2,04999995231628"
N,"46,139837","45,85842","10,3500003814697","23,9333324432373","-2,98333334922791",228,31,12,"28,5243110656738",82,41,76,41,"10,1499996185303","25,8269729614258","1100,73937988281","31,7999992370605","-7,5","39,2999992370605","21,75","-1,88333332538605"
N,"46,645195","44,863675","11,4291667938232","24,3000011444092","-1,08333325386047",219,26,13,"22,2749729156494",71,40,67,40,"9,25833320617676","25,1585140228271","1036,87353515625","31,7000007629395","-5,09999990463257","36,7999992370605","22,2000007629395","-1,08333325386047"
N,"46,834385","43,075152","11,5416669845581","22,9833335876465","0,366666734218597",409,47,21,"27,0806579589844",133,70,125,77,"8,71666622161865","25,8654804229736","913,511779785156",29,"-4,69999980926514","33,7000007629395","20,5","1,61666667461395"
N,"47,030353","42,45","9,34583282470703","19,3999996185303","-1,16666674613953",495,73,16,"49,0193367004395",202,54,194,54,"9,15833282470703","28,709508895874","840,041809082031","25,5","-6,40000009536743","31,8999996185303","17,466667175293","-1,16666674613953"
N,"47,22657","43,078356","12,1833333969116","23,6833343505859","1,08333325386047",358,44,20,"22,7587928771973",115,67,90,78,"7,71666669845581","23,8906078338623","920,423156738281","29,2000007629395","-3,09999990463257","32,2999992370605","13,0666666030884","5,61666679382324"
N,"47,340302","42,967263","11,8958330154419","23,4500007629395","0,833333373069763",379,48,21,"25,3573589324951",121,68,104,75,"7,34166669845581","22,9427089691162","921,388427734375","28,8999996185303","-3,09999990463257",32,"12,8166666030884","5,19999980926514"
N,"47,356362","43,674055","11,9708337783813","23,466667175293","0,766666650772095",289,31,19,"19,0407104492188",90,59,66,63,"6,69166660308838","21,5860214233398","927,301696777344","28,2999992370605","-2,70000004768372",31,"12,8000001907349","1,48333334922791"
N,"47,47375","43,124611","12,3874998092651",24,"1,28333330154419",337,41,20,"23,6615734100342",115,67,74,78,"6,52500009536743","21,0483875274658","929,489379882812","28,8999996185303","-2,09999990463257",31,"13,5666666030884","5,34999990463257"
N,"47,490661","42,963334","12,2875003814697","23,6166667938232","1,51666665077209",362,45,20,"23,9651184082031",123,70,84,82,"6,10833358764648","20,2934665679932","904,7529296875","28,2000007629395","-1,89999997615814","30,1000003814697","13,4499998092651","5,38333320617676"
